"fuelcons","rpm","load","speed","temp"
"88.39285714285714","1450.0","62.745098039215684","10.0","89.0"
"93.38180372503196","1712.25","94.11764705882354","14.0","89.0"
"93.43847369308753","2045.75","94.50980392156863","19.0","89.0"
"78.21808062067802","2451.0","100.0","25.0","89.0"
"65.06138006641812","2069.5","100.0","29.0","89.0"
"56.931346918932874","2147.75","100.0","34.0","89.0"
"54.69811075800482","2228.25","100.0","38.0","89.0"
"50.67781244729296","2319.0","100.0","41.0","89.0"
"50.69678697925451","2480.25","100.0","45.0","89.0"
"40.17857142857144","2319.0","100.0","49.0","89.0"
"40.34465025679693","2140.25","100.0","51.0","89.0"
"36.418656649987824","2162.5","100.0","54.0","89.0"
"37.11657515721756","2189.0","100.0","56.0","89.0"
"31.117141926591096","2208.5","100.0","58.0","89.0"
"6.027093916429158","1894.0","32.15686274509804","59.0","89.0"
"4.651976352944876","1213.5","28.627450980392158","59.0","89.0"
"4.702194357366771","1122.0","29.019607843137255","58.0","89.0"
"4.374914928999003","1100.25","28.235294117647058","57.0","89.0"
"4.423626002939547","1077.5","27.84313725490196","56.0","89.0"
"4.682588662812985","1069.25","29.80392156862745","55.0","89.0"
"6.223822173497499","1060.25","29.41176470588235","54.0","89.0"
"9.579801630616382","1266.5","50.98039215686274","53.0","89.0"
"6.86976509768105","1215.75","36.470588235294116","53.0","89.0"
"10.288514245494769","1113.0","38.431372549019606","52.0","89.0"
"9.98139441727104","1261.25","48.23529411764706","52.0","89.0"
"10.080220104570756","1287.25","47.84313725490196","52.0","89.0"
"10.25070708512267","1287.25","49.01960784313726","52.0","90.0"
"7.164710289710291","1291.25","43.92156862745098","52.0","90.0"
"7.319790599011379","1156.25","38.03921568627451","52.0","90.0"
"7.204392604149099","1124.0","40.78431372549019","52.0","90.0"
"7.319790599011379","1149.75","38.03921568627451","52.0","90.0"
"6.766518789651907","1124.0","37.254901960784316","52.0","90.0"
"5.1073115196491825","1107.0","29.019607843137255","52.0","90.0"
"4.844435191431945","1025.25","29.41176470588235","52.0","90.0"
"4.839316527628217","1008.75","29.80392156862745","52.0","90.0"
"4.791999444405861","1012.0","29.80392156862745","51.0","90.0"
"8.555281616778943","1017.0","50.19607843137255","51.0","90.0"
"9.044526901669759","1213.5","44.31372549019608","51.0","90.0"
"8.642403242288653","1220.5","44.705882352941174","51.0","90.0"
"9.062250933431224","1217.0","45.88235294117647","51.0","90.0"
"10.560784231047792","1237.5","52.15686274509804","51.0","90.0"
"11.088242115027828","1321.25","50.98039215686274","50.0","90.0"
"12.352367599932537","1352.75","52.15686274509804","50.0","90.0"
"12.387186279470468","1373.5","54.509803921568626","51.0","90.0"
"7.259153661464587","1398.0","41.568627450980394","51.0","90.0"
"9.314469589488688","1132.25","38.431372549019606","51.0","90.0"
"10.177108033295962","1248.75","47.84313725490196","51.0","90.0"
"11.083979046163922","1283.25","49.80392156862745","51.0","90.0"
"11.06770187413809","1328.25","49.80392156862745","51.0","90.0"
"12.857678036249467","1335.5","56.470588235294116","52.0","90.0"
"14.343712294199308","1468.75","60.78431372549019","52.0","90.0"
"13.597519547348023","1500.5","61.1764705882353","53.0","90.0"
"12.320415425123219","1515.0","63.529411764705884","54.0","90.0"
"6.251677041966299","1250.0","35.294117647058826","55.0","90.0"
"8.085738051794722","1058.25","46.666666666666664","55.0","90.0"
"9.978399699474078","1304.75","50.98039215686274","55.0","90.0"
"6.406022230320702","1369.0","49.411764705882355","56.0","90.0"
"9.496819130544782","1207.75","49.80392156862745","56.0","90.0"
"10.058619632918102","1306.0","49.01960784313726","56.0","90.0"
"12.633043648081241","1395.0","54.509803921568626","57.0","90.0"
"15.49205105239588","1584.25","67.84313725490196","58.0","90.0"
"15.29638504792588","1640.25","69.01960784313725","59.0","90.0"
"15.174354865913305","1651.25","72.54901960784314","61.0","90.0"
"15.27156533767866","1677.75","70.19607843137256","62.0","90.0"
"5.8377568809031875","1682.25","33.72549019607843","64.0","90.0"
"4.413555194805195","1339.75","26.666666666666668","64.0","90.0"
"4.004499204123799","1195.0","25.88235294117647","64.0","90.0"
"4.125580279337235","1172.5","26.274509803921568","63.0","90.0"
"4.398826979472141","1163.75","27.45098039215686","62.0","90.0"
"4.538680395610351","1166.0","27.058823529411764","61.0","90.0"
"4.692533968342905","1125.0","28.627450980392158","59.0","90.0"
"4.600461521949125","1066.5","29.41176470588235","55.0","90.0"
"4.7390474784955305","987.25","31.372549019607842","50.0","90.0"
"5.516629548137813","903.0","32.94117647058823","44.0","90.0"
"6.3775510204081645","860.25","34.509803921568626","39.0","90.0"
"5.823451440334557","859.0","33.333333333333336","39.0","90.0"
"15.7900562356304","887.0","65.88235294117646","38.0","90.0"
"42.7619789216252","1436.75","100.0","38.0","90.0"
"54.23277007083825","2029.25","100.0","40.0","90.0"
"52.14761994204143","2166.5","100.0","44.0","90.0"
"48.687463105076745","2212.25","100.0","48.0","90.0"
"47.30329532480507","2272.75","100.0","52.0","90.0"
"43.66287619876136","2340.75","100.0","57.0","90.0"
"41.81424635970092","2390.0","100.0","60.0","90.0"
"42.375481661195955","2441.25","100.0","65.0","90.0"
"40.3970382619451","2490.0","100.0","69.0","90.0"
"37.123979240456514","2515.0","100.0","72.0","90.0"
"38.995725886959654","2561.5","100.0","74.0","90.0"
"36.03501143400368","2609.5","100.0","77.0","90.0"
"25.219524793388434","2637.25","100.0","80.0","90.0"
"5.347835566397492","2470.25","30.58823529411765","82.0","90.0"
"3.6644564850733685","1662.25","24.313725490196077","82.0","90.0"
"3.557627137172592","1495.25","23.92156862745098","81.0","90.0"
"3.56045770006809","1486.25","23.92156862745098","81.0","90.0"
"3.4884149940968125","1458.5","24.313725490196077","80.0","90.0"
"3.4999805184130355","1438.25","23.529411764705884","79.0","90.0"
"3.5157618355670315","1417.25","24.313725490196077","78.0","90.0"
"3.716838377510497","1406.0","24.705882352941178","77.0","90.0"
"3.741857105619966","1409.25","24.313725490196077","77.0","90.0"
"3.878578807556081","1390.25","23.92156862745098","76.0","90.0"
"3.902253049980322","1372.0","25.49019607843137","75.0","90.0"
"3.8181326249508065","1355.75","24.705882352941178","75.0","91.0"
"4.013355677316716","1349.75","25.098039215686274","74.0","91.0"
"3.952233276419364","1342.5","25.88235294117647","73.0","91.0"
"3.9772214843237568","1328.25","25.098039215686274","72.0","91.0"
"4.013826168344186","1298.0","25.49019607843137","71.0","91.0"
"4.0106287497289355","1286.0","25.88235294117647","70.0","91.0"
"4.038046228193038","1258.75","25.88235294117647","69.0","91.0"
"3.8614195215522997","1251.25","25.88235294117647","67.0","91.0"
"4.032567196675815","1214.75","26.274509803921568","66.0","91.0"
"4.106083775193963","1183.5","25.88235294117647","64.0","91.0"
"4.303152784136087","1169.25","27.058823529411764","63.0","91.0"
"4.440265131930025","1159.5","27.45098039215686","61.0","91.0"
"4.278449499634565","1134.25","27.45098039215686","60.0","91.0"
"4.3682771270377625","1115.0","27.84313725490196","58.0","91.0"
"4.68990880388693","1105.0","28.235294117647058","57.0","91.0"
"4.706738067127677","1092.5","28.627450980392158","56.0","91.0"
"4.6867093945016025","1081.25","28.627450980392158","55.0","91.0"
"4.737337428084182","1063.75","28.627450980392158","54.0","91.0"
"4.636727215445667","1050.25","29.019607843137255","53.0","91.0"
"4.711412087055312","1023.75","28.627450980392158","53.0","91.0"
"4.957096474953619","1020.25","29.80392156862745","52.0","91.0"
"4.960948142766324","1035.5","29.80392156862745","52.0","91.0"
"5.066159489860789","1041.5","29.41176470588235","52.0","91.0"
"5.0322039973014006","1040.75","29.019607843137255","52.0","91.0"
"5.140861573491444","1042.5","29.41176470588235","52.0","91.0"
"4.711412087055312","1033.75","29.41176470588235","53.0","91.0"
"4.673821033169233","1032.0","29.019607843137255","53.0","91.0"
"4.624163715072806","1060.25","28.627450980392158","54.0","91.0"
"4.722214768702371","1072.0","28.627450980392158","55.0","91.0"
"4.503863904690351","1063.75","28.235294117647058","55.0","91.0"
"4.845826071475423","1052.0","29.019607843137255","54.0","91.0"
"4.720379887492188","1019.5","30.980392156862745","51.0","91.0"
"5.19192922407914","930.75","31.372549019607842","46.0","91.0"
"6.087662337662339","872.75","34.11764705882353","40.0","91.0"
"7.47393482186263","882.75","32.94117647058823","34.0","91.0"
"8.277357209117413","845.75","36.07843137254902","28.0","91.0"
"10.016627923177895","788.0","36.86274509803921","23.0","91.0"
"10.987468559108875","806.75","32.94117647058823","23.0","91.0"
"11.463779726766742","935.5","30.58823529411765","21.0","91.0"
"13.47524655795333","949.75","30.980392156862745","19.0","91.0"
"12.211109976831098","944.0","30.980392156862745","19.0","91.0"
"10.150715761511215","769.5","30.58823529411765","16.0","91.0"
"13.218923933209652","647.5","30.980392156862745","13.0","91.0"
"12.541435836890384","641.5","31.372549019607842","13.0","91.0"
"13.209041364479676","630.5","31.372549019607842","12.0","91.0"
"15.740715895674578","617.25","32.15686274509804","11.0","91.0"
"20.877914698937428","621.5","32.549019607843135","8.0","91.0"
"71.48504324988555","614.25","78.82352941176471","7.0","91.0"
"149.28438908030748","1311.5","65.49019607843137","7.0","91.0"
"113.61396314724237","1608.75","82.3529411764706","10.0","91.0"
"121.97235741994554","1838.25","100.0","14.0","91.0"
"118.36681986844324","2260.25","100.0","20.0","91.0"
"119.02763429752069","2582.75","100.0","24.0","91.0"
"75.63459268004722","2394.75","100.0","33.0","91.0"
"63.57562891653802","2403.75","100.0","39.0","91.0"
"61.886421384939155","2545.75","100.0","46.0","91.0"
"60.36877560941733","2699.75","100.0","51.0","91.0"
"55.16413928456431","2873.75","100.0","55.0","91.0"
"40.2163596913762","2556.25","100.0","59.0","91.0"
"38.897790521167146","2354.0","100.0","61.0","91.0"
"38.73163787356738","2390.0","100.0","63.0","91.0"
"10.141279175370085","2417.75","55.68627450980392","65.0","90.0"
"4.9235261491755","1822.0","22.745098039215687","65.0","90.0"
"4.018911283521674","1237.5","27.058823529411764","64.0","90.0"
"4.32626979744177","1198.5","27.45098039215686","62.0","90.0"
"4.32901872983308","1177.0","28.235294117647058","61.0","90.0"
"4.48242050707382","1149.75","27.45098039215686","59.0","91.0"
"4.249868050668543","1137.25","27.84313725490196","58.0","91.0"
"4.453744307640412","1108.0","27.45098039215686","57.0","91.0"
"4.549911526158962","1096.5","28.235294117647058","57.0","91.0"
"4.600571043057128","1096.5","28.235294117647058","56.0","91.0"
"4.417414102594994","1086.0","27.84313725490196","56.0","91.0"
"4.453038409873986","1070.0","27.45098039215686","56.0","91.0"
"4.540088011162391","1072.0","27.84313725490196","55.0","91.0"
"4.860450942210091","1068.25","28.627450980392158","55.0","91.0"
"6.555509130774774","1077.5","28.235294117647058","55.0","91.0"
"7.807794014890492","1253.75","43.13725490196079","56.0","92.0"
"9.34726292376455","1286.0","47.84313725490196","56.0","92.0"
"9.866617917284357","1338.25","50.19607843137255","57.0","92.0"
"10.432539359431434","1415.5","53.72549019607843","58.0","92.0"
"12.529734036675372","1448.25","59.21568627450981","58.0","92.0"
"23.765020611130012","1600.5","96.07843137254902","59.0","92.0"
"26.64090171192444","1923.0","100.0","60.0","92.0"
"29.849634610652284","1990.25","100.0","61.0","92.0"
"30.620276445879416","2049.0","100.0","63.0","92.0"
"31.617570740947368","2122.25","100.0","65.0","92.0"
"32.08576584277588","2151.5","100.0","66.0","92.0"
"33.16756713015785","2170.0","100.0","68.0","92.0"
"33.56154714850368","2181.5","100.0","69.0","92.0"
"25.286384778565132","2196.75","100.0","71.0","92.0"
"17.793198977249304","1920.0","83.52941176470588","72.0","92.0"
"10.836456225052004","1894.0","63.529411764705884","72.0","92.0"
"10.311838233916157","1657.75","56.470588235294116","72.0","92.0"
"10.850401627593186","1640.25","56.07843137254902","72.0","92.0"
"11.422199733888045","1640.25","61.568627450980394","72.0","92.0"
"11.921415863177225","1675.5","67.45098039215686","72.0","92.0"
"13.067038595207608","1712.25","65.88235294117646","71.0","92.0"
"11.872259234272223","1513.25","78.43137254901961","72.0","92.0"
"12.248711898671315","1392.0","79.2156862745098","72.0","92.0"
"12.923215515545062","1393.5","80.0","72.0","92.0"
"13.25373253640299","1392.0","81.17647058823529","72.0","92.0"
"13.459216761773579","1399.75","82.3529411764706","72.0","92.0"
"12.682629870129869","1401.25","80.7843137254902","72.0","92.0"
"13.835083792470156","1422.0","80.3921568627451","72.0","92.0"
"13.172183043327525","1426.75","82.74509803921569","72.0","92.0"
"13.824761998463297","1433.5","87.45098039215686","72.0","92.0"
"15.022840704201595","1390.25","94.90196078431373","71.0","92.0"
"17.424128596846725","1385.75","100.0","71.0","92.0"
"17.75510649493181","1418.75","100.0","71.0","92.0"
"18.577373330894456","1491.5","100.0","71.0","92.0"
"17.71219851576994","1482.75","100.0","72.0","92.0"
"14.133427060397352","1431.75","91.37254901960785","73.0","92.0"
"7.610753146467432","1462.0","53.333333333333336","74.0","93.0"
"8.444756001574182","1443.25","49.80392156862745","75.0","93.0"
"9.107989018703304","1453.5","56.86274509803921","74.0","93.0"
"9.838337557493402","1479.25","61.1764705882353","74.0","93.0"
"4.037972457181673","1539.25","24.313725490196077","73.0","93.0"
"4.092478424264595","1324.0","25.88235294117647","71.0","93.0"
"3.7954792948440605","1280.75","25.49019607843137","69.0","93.0"
"4.2165626581210995","1261.25","26.274509803921568","67.0","93.0"
"4.02904725144985","1211.25","26.274509803921568","65.0","93.0"
"4.2351356126866335","1192.75","27.058823529411764","63.0","93.0"
"4.233843652621596","1149.75","27.058823529411764","61.0","93.0"
"4.514269550795525","1134.25","27.45098039215686","60.0","93.0"
"4.362506615641411","1121.0","28.627450980392158","58.0","93.0"
"4.488662717152978","1075.75","28.627450980392158","56.0","93.0"
"4.534002744598967","1046.75","29.019607843137255","55.0","93.0"
"4.774063843532111","1053.0","29.41176470588235","53.0","93.0"
"8.387006662169002","1039.75","39.6078431372549","52.0","93.0"
"9.00275906401856","1243.75","47.450980392156865","53.0","93.0"
"10.16130784799616","1284.5","50.98039215686274","52.0","93.0"
"11.447308778883455","1295.25","54.90196078431372","52.0","93.0"
"7.164710289710291","1412.25","33.333333333333336","52.0","93.0"
"7.296325833257653","1183.5","38.8235294117647","52.0","93.0"
"6.848193822983738","1123.0","36.470588235294116","51.0","93.0"
"5.3109053538770885","1095.5","29.80392156862745","51.0","93.0"
"5.284035101643964","1015.25","29.80392156862745","51.0","93.0"
"4.926631809748693","1015.25","29.80392156862745","50.0","93.0"
"4.96010077584753","1005.5","29.019607843137255","50.0","93.0"
"5.34029811958516","979.5","30.19607843137255","49.0","93.0"
"5.2646796617112015","988.75","30.58823529411765","49.0","93.0"
"9.802519923258561","974.25","48.627450980392155","48.0","93.0"
"10.167845547309835","1213.5","46.27450980392157","48.0","93.0"
"10.769364564007422","1241.25","47.84313725490196","48.0","93.0"
"10.829538426941026","1260.0","47.84313725490196","48.0","93.0"
"10.829538426941026","1253.75","47.84313725490196","48.0","93.0"
"11.52505165289256","1265.0","52.94117647058823","48.0","93.0"
"13.80841915795244","1310.25","56.07843137254902","48.0","93.0"
"14.11812788131782","1404.5","55.68627450980392","48.0","93.0"
"13.964997366799647","1430.25","58.8235294117647","49.0","93.0"
"15.105620591970979","1468.75","58.03921568627451","49.0","93.0"
"14.298450025987798","1474.0","58.8235294117647","49.0","93.0"
"12.687162674987352","1443.25","55.68627450980392","50.0","93.0"
"12.687162674987352","1430.25","56.07843137254902","50.0","93.0"
"8.752002867262608","1425.25","53.72549019607843","50.0","93.0"
"7.157246162927982","1207.75","38.431372549019606","50.0","93.0"
"8.293135435992578","1091.5","43.529411764705884","50.0","93.0"
"8.763135883464535","1161.75","44.705882352941174","49.0","93.0"
"9.498883041157097","1211.25","43.92156862745098","49.0","93.0"
"9.81393978045764","1215.75","47.05882352941177","48.0","92.0"
"10.784847255017711","1250.0","50.19607843137255","48.0","92.0"
"12.028733239163437","1286.0","49.411764705882355","48.0","92.0"
"11.749743417676552","1291.25","51.372549019607845","47.0","92.0"
"11.863680323544928","1328.25","50.588235294117645","47.0","92.0"
"12.739682430031973","1328.25","51.372549019607845","47.0","92.0"
"12.704413574819762","1341.0","51.372549019607845","47.0","92.0"
"13.004619378963122","1351.25","50.98039215686274","47.0","92.0"
"7.793613313093832","1342.5","50.588235294117645","48.0","92.0"
"7.175184123236072","1206.5","36.86274509803921","48.0","92.0"
"6.407912467673019","1049.5","35.294117647058826","48.0","92.0"
"5.377984096531176","996.75","32.15686274509804","48.0","92.0"
"5.055208421178389","978.0","30.980392156862745","48.0","92.0"
"5.122114346002161","955.5","30.19607843137255","47.0","92.0"
"5.455177938944174","958.5","30.980392156862745","48.0","92.0"
"5.567544848078145","976.5","31.372549019607842","47.0","92.0"
"9.629574970484061","1001.5","47.84313725490196","47.0","93.0"
"10.086149645808739","1230.25","47.84313725490196","48.0","93.0"
"11.00808350199584","1271.5","51.372549019607845","48.0","93.0"
"11.644356218727163","1283.25","49.80392156862745","48.0","93.0"
"11.323776669758814","1322.75","50.19607843137255","48.0","93.0"
"12.0386628677445","1342.5","49.80392156862745","49.0","93.0"
"11.65352504638219","1344.0","50.588235294117645","50.0","93.0"
"11.151859504132233","1354.25","51.76470588235294","50.0","93.0"
"11.653525046382189","1342.5","50.588235294117645","51.0","93.0"
"11.62190082644628","1347.0","49.80392156862745","51.0","93.0"
"11.131725417439702","1364.5","50.19607843137255","51.0","93.0"
"10.50998911961479","1369.0","50.588235294117645","51.0","93.0"
"7.080983219734174","1270.25","36.86274509803921","51.0","93.0"
"6.810368775609418","1112.0","39.6078431372549","51.0","93.0"
"10.976239669421487","1158.5","50.588235294117645","50.0","93.0"
"13.157889188733344","1326.75","54.90196078431372","50.0","93.0"
"13.747048406139314","1418.75","56.86274509803921","50.0","93.0"
"14.175872828470235","1470.5","60.0","50.0","93.0"
"14.339264631472423","1481.0","60.3921568627451","50.0","93.0"
"14.107986169674483","1486.25","60.0","50.0","93.0"
"14.560739585090236","1493.25","61.568627450980394","50.0","93.0"
"16.189120276209657","1506.0","69.41176470588235","51.0","92.0"
"17.337978579861698","1562.5","67.84313725490196","51.0","92.0"
"18.493580283353012","1572.25","72.15686274509804","52.0","92.0"
"18.86820565797839","1612.75","71.76470588235294","52.0","92.0"
"18.65351629502573","1615.0","70.58823529411765","53.0","92.0"
"12.427439984258168","1515.0","56.86274509803921","54.0","92.0"
"13.85736227457007","1472.25","58.431372549019606","54.0","92.0"
"13.759463840632673","1515.0","58.8235294117647","54.0","92.0"
"7.186994402903494","1468.75","37.64705882352941","54.0","92.0"
"10.113503619997129","1162.75","49.411764705882355","54.0","92.0"
"10.324860296527781","1335.5","49.01960784313726","53.0","92.0"
"10.304324443015942","1364.5","49.01960784313726","53.0","92.0"
"6.994720545320889","1269.0","38.431372549019606","53.0","92.0"
"8.86968145490873","1105.0","47.450980392156865","52.0","92.0"
"9.617793398351075","1255.0","44.31372549019608","51.0","92.0"
"6.647597055351066","1141.5","38.8235294117647","51.0","92.0"
"12.893458003035926","1141.5","56.86274509803921","50.0","92.0"
"16.69758812615956","1446.75","62.35294117647059","49.0","93.0"
"24.583658360038232","1548.75","90.19607843137256","48.0","93.0"
"32.402307513914664","1816.75","100.0","48.0","93.0"
"32.49399354951966","1874.0","98.43137254901961","49.0","93.0"
"33.98465171192444","1911.25","100.0","50.0","93.0"
"35.29293948984552","1938.0","100.0","51.0","93.0"
"23.62707128695857","1965.25","95.29411764705883","53.0","93.0"
"6.777099613950264","1617.0","34.509803921568626","54.0","93.0"
"9.172392137083694","1107.0","28.627450980392158","52.0","92.0"
"12.017720311265002","1296.5","52.15686274509804","51.0","92.0"
"13.519962180676469","1423.75","55.294117647058826","52.0","92.0"
"7.168653754968384","1497.0","30.58823529411765","53.0","93.0"
"6.367595247465379","1155.25","36.07843137254902","54.0","93.0"
"8.259972951531394","1107.0","42.745098039215684","54.0","93.0"
"7.05620287600807","1220.5","37.254901960784316","54.0","93.0"
"10.870079748724688","1133.25","54.509803921568626","53.0","93.0"
"11.52469115667474","1398.0","51.76470588235294","53.0","93.0"
"6.867428087717233","1407.5","33.333333333333336","53.0","93.0"
"6.5404953108640935","1142.5","35.294117647058826","53.0","93.0"
"4.936672499578344","1074.75","30.19607843137255","52.0","93.0"
"4.824553788457532","1027.0","29.41176470588235","51.0","93.0"
"4.78626367902533","1008.75","29.019607843137255","51.0","93.0"
"4.9475037949063925","987.25","29.80392156862745","50.0","93.0"
"5.108010694579738","995.0","31.372549019607842","49.0","93.0"
"5.004038676420982","977.25","30.980392156862745","48.0","93.0"
